Mode,Fao,Fbo,P,To,Cto,m,Ta,T_max,Fa_out,Fb_out,Fc_out,Fd_out,Cc_out,Xa,Yc
1.0,5.214441200116904,9.324127338777451,4.818046661425819,286.33611142217865,0.20520173411212567,13.735115980299934,315.471540671205,631.4021912461266,0.19214228819190637,0.5603403190278904,3.421285406799454,0.9606081030753261,0.06488592410330628,0.9631518928264837,0.6812189928950503
1.0,4.884785809097863,8.877400661278864,4.386865223183231,272.9932630791307,0.19596951139697574,10.288087142321755,339.179166692889,637.801478882109,0.11873272170427476,0.5087021965342622,3.3117934498403687,0.8725557825319318,0.06142114964779823,0.9756933617267033,0.6948712884882047
1.0,4.808220278684533,9.098556763359191,4.604888375513707,272.4324858465584,0.20613244832619582,12.988158146315213,322.99970692828344,619.4375389536998,0.16159158392981565,0.679936502242957,3.5533322842632176,0.6559778462949001,0.0670354202957938,0.9663926412343936,0.7647119057036659
1.0,4.626792419168615,8.308182451165603,3.4105824985938025,274.7648795607602,0.15137476653324905,11.728872397719012,317.7638910510372,600.4828281530573,0.20187620592161776,0.5107505415499937,3.1094155671490147,0.7893003876587904,0.04845962876863931,0.956368000197015,0.7027060891775236
1.0,5.419250622714981,7.8219638035750005,4.446235684314972,268.6354297333117,0.20184376442048022,13.065558428716916,339.3262480065278,606.8999701863248,0.4625400841447585,0.23227728630103742,2.052042338737119,1.7428009198998626,0.041452319805997305,0.9146487002822853,0.4139927725795819
1.0,4.562753707407251,9.30631164087776,4.074199623854447,255.55999374664756,0.19441760245061604,9.304175701347695,326.5244024487638,601.013890741088,0.21042274692595092,1.0668406261605947,3.770842327674506,0.3488931796840771,0.06016672968871097,0.9538825103392394,0.8663960443066833
1.0,4.998267725694727,9.973927677515373,4.273642516726583,267.7962129483058,0.19461661198867625,7.902894069865814,311.15482511250497,612.1861976827155,0.487512253949514,1.4122805459063563,3.935925706893449,0.344897858911059,0.05530869698701825,0.9024637573046865,0.8725646361341413
1.0,3.80896057279687,10.58012807013775,4.224893412528331,266.8064383412545,0.1931103713876169,7.494409279900148,332.5805309693611,567.6436766160045,0.008100192207851895,3.0096119310201424,3.761854603013481,0.023403466545321328,0.05262454486124032,0.9978733851261936,0.9897376452513912
1.0,3.8463713717390293,8.827680373026686,4.071138666033097,272.82051920939404,0.1819805660383378,8.978389724862254,313.4888362048065,576.5902863676789,0.05077986021818498,1.3896499666938593,3.6041507406347693,0.11486446253164534,0.06303658421584891,0.9867979830051548,0.9495623355924918
1.0,4.488586197522845,9.346948815129638,4.45450844346414,272.205020134523,0.19956749392033907,8.731355812638073,321.4632736316254,613.0645322840576,0.09419758378529995,0.9992778598328498,3.843005773514668,0.33082970413372587,0.06837037820267776,0.9790139746369837,0.8745256988653283
1.0,4.22765351865074,8.708761939152161,4.103944943679644,257.41539982900207,0.19442546600751276,10.354852284507505,321.08263587196944,590.3071401997113,0.18305589759124652,1.0077618651167708,3.559353660954998,0.29114637606269794,0.06277493825192032,0.9567003547514772,0.880026641568022
1.0,3.839769669478752,9.374853626975877,4.066423455825991,270.3786819353538,0.18341139025507303,11.458181124355074,326.25758337988475,587.269313140039,0.013633375221931785,1.8171023613673964,3.707984640625372,0.07089099217886895,0.0594353809723486,0.9964494288992646,0.9691198523667862
1.0,4.9614572772400365,7.999791085513541,4.588341190842077,265.00773443704514,0.21114621614719536,8.258405701636237,319.356215768547,589.5925221945844,0.4636837507914583,0.43723360726795424,2.706536558134115,1.0747421809886784,0.05600156392948676,0.9065428310914739,0.6017502976125132
1.0,4.373821224488414,9.045493927206094,3.963664485451017,276.56702508989605,0.1747763376999886,10.93132487946092,310.02162405879704,600.9894156083109,0.13428625479875644,0.9895484705843638,3.7106293662426806,0.31734336206818603,0.06094492669466407,0.9692977266544626,0.8752444295828762
1.0,5.102742138487218,10.535670232584772,4.897767234698544,268.68834794692793,0.22229794917505583,7.858494756978915,335.2809043375786,639.4913291214275,0.09731585756519653,1.0989362327955094,4.287778078353545,0.43058892154108647,0.07153238209485285,0.9809287134399374,0.856625957053096
1.0,4.336713336475862,9.990180507009766,4.51100174426319,277.11969857596625,0.19851427623566484,10.712732794348804,331.8890883898715,619.3258259292597,0.016101926744670765,1.5467351596516756,4.073389569600827,0.1483331040782191,0.06697683967337802,0.9962870668417858,0.9427808204242684
1.0,4.504252508391932,10.446555100063726,4.478577007184247,272.9305024595119,0.20011245455660187,13.766301394112508,311.85934915386116,596.9218015915101,0.14372400873345645,1.8960812581951594,4.147299552847992,0.12793736808629044,0.06224334084346585,0.9680914849987468,0.951100205668376
1.0,3.9854535756132776,9.78521133360799,3.960486860593905,284.1689984433833,0.169964424394338,9.172762038480505,317.7123155884526,592.9167559583499,0.010188541642684524,1.932255229889307,3.853297578692465,0.07318047316687651,0.05683618905441909,0.9974435678525959,0.9693184091536398
1.0,5.278791520724556,10.199216981061884,5.172259596909196,276.60506555882756,0.22803753221308318,8.277548629890594,343.6231332927156,654.1017724964966,0.08228360589374897,0.7611348371180594,4.002840807683565,0.7162002642883448,0.07339182386534376,0.9844124160670671,0.7702943733154871
1.0,4.391458634764691,9.64998968059508,4.805498854197194,268.8699764213678,0.21796276900600428,11.22815874069216,333.99151504777365,615.0616013984284,0.03802851026654333,1.236161960010192,3.9871394639838886,0.21977439630855522,0.0734757147939397,0.9913403464704202,0.9158615964792857
1.0,4.65245234011803,8.109485359626802,4.546853877184597,279.66935318684847,0.19826783626733455,8.61086428053727,323.5410632318052,608.3638479845945,0.16857746247962077,0.4062617641639015,2.9032171778710136,0.9483946198604373,0.06229128289895192,0.9637658915866844,0.6474795254322742
1.0,4.3237628115527365,10.497903620068268,4.695922906564595,272.9703967861977,0.2097932713338682,8.460167851109368,330.25767961509524,603.8143504058146,0.016651658011414078,2.006473029559183,4.153621507824373,0.09209378743017049,0.06634028660860261,0.9961488040077218,0.9643636673758118
