Mode,Fao,Fbo,P,To,Cto,m,Ta,T_max,Fa_out,Fb_out,Fc_out,Fd_out,Cc_out,Xa,Yc
1.0,5.882026172983832,10.400157208367224,5.401539088180024,320.16803879281315,0.20574329702928826,13.735115980299934,315.471540671205,679.7947154393812,0.10231469592143742,0.527263661215082,3.6715497183465833,1.2648970552294867,0.0676334315244306,0.9826055354205376,0.6352479242117274
1.0,5.475044208762795,9.848642791702302,4.869216324917569,303.69538651744534,0.1955271285816112,10.288087142321755,339.179166692889,671.3967862141221,0.08010858340105613,0.5196575271922169,3.5688281425950024,1.0956644896600418,0.06367255088966894,0.9853684134142985,0.661514499972501
1.0,5.3805188625734965,10.121675016492828,5.1383807105107495,303.0030689463684,0.20680707827274167,12.988158146315213,322.99970692828344,663.9324148971609,0.08023072800431186,0.6591266533018222,3.8777532521349802,0.8535209294605224,0.07125374472833472,0.9850886633699231,0.7316117829224713
1.0,5.156533850825451,9.145904260698275,3.663929010609633,305.88256735896323,0.14607586660066071,11.728872397719012,317.7638910510372,645.334336418312,0.11162181046322323,0.4625236393796917,3.2868577161048886,1.0548325945544024,0.04877998581218291,0.9783533253746884,0.6515193307253163
1.0,6.134877311993804,8.545634325401235,4.942513190512312,298.3153453497675,0.2020497840402351,13.065558428716916,339.3262480065278,641.18819666273,0.4435207889567932,0.1904590934894362,1.906934255334232,2.270653360621667,0.0378436907581749,0.9277050271095557,0.3350579510553413
1.0,5.077473712848458,10.378162519602174,4.4832094121659845,282.17283178598467,0.1937581487493684,9.304175701347695,326.5244024487638,640.8512609145242,0.07668330354384811,1.0016371716312733,4.219471071006711,0.4687916029787398,0.0658907182898562,0.9848973509503748,0.8437608309190174
1.0,5.615145340363861,11.20237984878441,4.729435205835287,297.279275244822,0.19401298340778594,7.902894069865814,311.15482511250497,652.6080763917021,0.10595081553923505,1.011105263764251,4.47530144403826,0.6203358484718197,0.06654400438721653,0.9811312425383508,0.8123331684645357
1.0,4.146864904687494,11.95077539523179,4.669251126578186,296.05733128549934,0.19233466255418838,7.494409279900148,332.5805309693611,598.1231683439803,0.0003918600051368031,3.68795827025763,4.108811839194166,0.022596723292914702,0.053334211741190546,0.9999055045162687,0.9909172916157047
1.0,4.193051076221025,9.78725971978603,4.4794304518927115,303.4821224807334,0.18000137927829987,8.978389724862254,313.4888362048065,615.9761622280743,0.00652518582540581,1.5856155620501116,3.97226636157647,0.12855571729148965,0.06634412495041198,0.9984438096014594,0.948821640083324
1.0,4.985908885830672,10.428331870530418,4.952726473412518,302.722247079658,0.19951986983766556,8.731355812638073,321.4632736316254,653.2426864698947,0.031995308000984296,1.0537979110134854,4.287297082651632,0.3999698971068337,0.07342113697856421,0.9935828534508702,0.865436389895582
1.0,4.663769776112025,9.640446838459459,4.519932029234129,284.4634565790149,0.19377224396632606,10.354852284507505,321.08263587196944,625.9049653138535,0.06289757950306712,0.9530040873894547,3.957995143924069,0.38572623161093267,0.06882205868529875,0.9865135753858969,0.8602706127853939
1.0,4.184900826516977,10.462782255525774,4.473609204723445,300.4675085621653,0.18157107926500857,11.458181124355074,326.25758337988475,618.7914820372371,0.001200259559837477,2.1944228684568654,4.0598983834004265,0.07428131013402742,0.06099467977291924,0.999713192830704,0.970408450228369
1.0,5.56970034227165,8.765174179646348,5.117952087459354,293.8367091815372,0.2124106617614781,8.258405701636237,319.356215768547,628.894103145965,0.28348947527863616,0.3214483321671188,2.625341008859516,1.596521914880099,0.055422729892299794,0.9491014852043166,0.4966394786201376
1.0,4.844223733936314,10.056165342229745,4.346746278334589,308.1074383825877,0.1720474560223912,10.93132487946092,310.02162405879704,635.8200926177485,0.038456533531379636,0.9835551518310404,4.132111937390979,0.4041931578083723,0.06529872884542767,0.9920613630493629,0.8598235755245921
1.0,5.7441260968978,11.895889176030582,5.499959549010548,298.38067647768884,0.2247889448429922,7.858494756978915,335.2809043375786,676.0184110127999,0.038083296156068605,1.188521624421431,4.825145238398843,0.5285385374057328,0.07688056455002217,0.9933700452403654,0.8456202322512584
1.0,4.79841152651341,11.222445070382427,5.022471289213815,308.7897513283534,0.1983538948588063,10.712732794348804,331.8890883898715,655.7147235144772,0.002484701442249295,1.8523941262880619,4.518673442511216,0.1663520295359674,0.06982263830442,0.9994821825038307,0.942189822181903
1.0,5.0052500103604105,11.785870493905835,4.982440749610181,303.6179042710023,0.20012480061777724,13.766301394112508,311.85934915386116,639.0730816782636,0.012720315293105399,2.005968429757802,4.736083037584083,0.15386799448993255,0.06914104503568921,0.9974586054109634,0.9486339244538505
1.0,4.3647575007571335,10.969396708158012,4.342823284683833,317.49259067084364,0.16681100953383174,9.172762038480505,317.7123155884526,630.76487056396,0.0005804276155937417,2.344530071034791,4.234817686691715,0.07761563186989562,0.057795601547061266,0.999867019504407,0.9703588135215819
1.0,5.9614710132401925,11.480514791434425,5.838839008529872,308.15440192447846,0.23107037679121067,8.277548629890594,343.6231332927156,694.9766166295933,0.04780120063689236,0.8283413414597657,4.444712093563374,0.8813746314239553,0.0779666478159974,0.9919816433677647,0.7515996385342208
1.0,4.86599831452431,10.802456395796396,5.386047968144684,298.6049091621825,0.21996795696003624,11.22815874069216,333.99151504777365,650.5921112625989,0.010286526186218033,1.4303634317999139,4.431548522488468,0.25449795950977555,0.07804965236433363,0.9978860399200069,0.9126465316849464
1.0,5.1882127655778145,8.900599209415805,5.066733181709379,311.9374730701833,0.1980827389447187,8.61086428053727,323.5410632318052,656.2602161048799,0.1108121461378125,0.3809378785354448,3.0334757344404477,1.226354930999733,0.06400607637718547,0.9786415570939927,0.5974465995111917
